#{"t_start": 1643969569.751914, "env_id": "ShelfEnvironmentPositioningURSim-v0"}
r,l,t
8.48742,100,7642.578022
11.565197,69,7662.031714
0,85,7678.206406
20.58995,100,7696.898596
17.976676,100,7717.404719
0,100,7737.95003
4.041085,98,7758.274937
23.039867,100,7779.043085
8.978402,86,7799.96683
7.766233,100,7819.051198
10.470229,100,7839.665895
3.964423,100,7860.053441
6.718049,100,7881.446234
10.759136,100,7902.586507
2.285676,67,7922.189334
7.275889,100,7938.04741
9.45848,100,7958.426635
7.592177,100,7979.02922
6.891187,100,8000.301897
9.580816,66,8020.560272
15.120347,100,8035.827358
6.075776,100,8056.197854
7.866219,100,8077.13298
7.420992,100,8097.446832
5.99133,100,8118.014404
0,25,8136.371571
6.842816,100,8145.507219
21.18678,100,8166.556621
9.677428,100,8187.362061
6.045757,100,8209.071737
8.591954,100,8230.125993
1.781675,53,8249.383337
13.112333,100,8262.544317
8.152119,100,8283.726981
3.081282,100,8304.93678
16.559804,100,8326.092887
7.229031,69,8345.843705
15.236439,100,8361.737056
0.641311,100,8383.081353
22.819139,100,8403.584993
6.095079,100,8424.836858
0.04557,100,8445.685465
10.014161,68,8465.614032
4.600746,100,8481.520485
2.471947,71,8501.424832
0,25,8514.158648
0.116931,69,8521.92665
0,30,8536.731403
0,62,8544.998838
3.60371,58,8558.641077
4.575327,100,8572.515008
0,26,8590.736427
0,49,8597.780018
8.876278,100,8610.744708
2.859358,100,8631.268328
4.542366,100,8652.455458
0,100,8673.560194
1.229105,100,8694.506244
0.358955,100,8716.232443
4.27208,100,8738.141557
2.838572,62,8757.852408
4.460377,100,8773.71883
0,23,8793.621703
11.104668,77,8801.928185
5.902554,100,8820.908111
0.214483,70,8841.448555
1.536171,95,8858.742277
3.988755,100,8880.132363
0.874964,100,8901.414294
9.06062,100,8922.035428
0.83713,75,8942.581943
6.916894,100,8959.868011
3.55893,100,8980.659888
10.738631,97,9002.27582
1.608993,100,9023.264764
3.169407,100,9043.737467
11.219011,100,9064.473117
4.71747,100,9085.503985
10.316963,100,9106.878062
0,100,9127.737288
